gid,sac,sa,type,geom
825,411785,GNIS214,GNIS,0101000000AAE91FE9F8ED57C0DA6E27B627CD4340
826,411785,GNIS215,GNIS,010100000044858F2D706258C05C01857AFAF44340
827,411785,GNIS216,GNIS,01010000008EFDD1DCAF6258C08591031B7CDB4340
828,411785,GNIS217,GNIS,0101000000F7F4C76AA9FB57C05CA56032FAD44340
829,411788,GNIS218,GNIS,010100000039752F41576058C09A50D20D5E964240
830,411788,GNIS219,GNIS,0101000000E215D22BAF8B58C09F3D97A949804240
831,411801,GNIS220,GNIS,01010000006EE987C7B40158C07284B12A670E4340
832,411818,GNIS221,GNIS,010100000034D93F4F83AC57C0828BBA7B25084340
833,411818,GNIS222,GNIS,0101000000EF3B86C77EAC57C0142E9A84C1F74240
834,411818,GNIS223,GNIS,0101000000E182C712B1C457C07EB8F5E4ABF24240
835,411818,GNIS224,GNIS,010100000079E8BB5B59B957C0BA56314BF1F54240
836,411818,GNIS225,GNIS,0101000000FECA9420EDA757C0E3F093B42CD24240
837,411818,GNIS226,GNIS,01010000003FBD63C2F9B457C0F59782DA14CF4240
838,411818,GNIS227,GNIS,01010000009FF3098F6CA857C027E77A91BFC14240
839,411818,GNIS228,GNIS,0101000000177A692F47BD57C0BDA0CF91A6C74240
840,411818,GNIS229,GNIS,01010000005475EA25A1CE57C0395FECBDF8B74240
841,411818,GNIS230,GNIS,010100000013094BE166B157C0E2FB2CE0AFA74240
842,411818,GNIS231,GNIS,010100000038A7EDBA12BB57C0BC1A457B61A44240
843,411818,GNIS232,GNIS,0101000000EB07D04AB5A857C0DB148F8B6A9C4240
844,411818,GNIS233,GNIS,01010000002C67EF8CB6BF57C0E7E7E15F5F964240
845,411818,GNIS234,GNIS,0101000000E9769BDC14AD57C0701008CFDF954240
846,411820,GNIS235,GNIS,01010000001ED48F97FFCF57C0CD678A4A34E24340
847,411820,GNIS236,GNIS,01010000002F9743415FE057C0BBBDFFEACCDC4340
848,411820,GNIS237,GNIS,0101000000F998B44E81D657C0927A4FE5B4D14340
849,411820,GNIS238,GNIS,0101000000E297553346DA57C05B15979988E84340
850,411826,GNIS239,GNIS,010100000098A59D9A4BDB58C0D2AD32AE13FF4340
851,411826,GNIS240,GNIS,0101000000CBB3DCE3967458C0CBB1063939F64340
852,411826,GNIS241,GNIS,01010000003BFA04F552A058C00F6C4BD356CC4340
853,411826,GNIS242,GNIS,010100000049145AD67DE758C0C0EB33677DB24340
854,411826,GNIS243,GNIS,0101000000E99898D30ADC58C0F9365893029E4340
855,411827,GNIS244,GNIS,0101000000FEE77AEC784C59C0F0181EFB59B14340
856,411831,GNIS245,GNIS,01010000001CDFCD09109F58C080B09D3935824240
857,411833,GNIS246,GNIS,0101000000DE431DB1F13058C030D1C54BDCB74240
858,411833,GNIS247,GNIS,0101000000038E4EA7862A58C02E443D3377A84240
859,411833,GNIS248,GNIS,0101000000AD399BE9B92D58C03556AC2BB0964240
860,411839,GNIS249,GNIS,0101000000A869BC195A3D58C0072D7F19E7654340
861,411839,GNIS250,GNIS,0101000000C7F0D8CFE25158C073E7D37487614340
862,411839,GNIS251,GNIS,0101000000438D4292D93D58C0CF83BBB376484340
863,411839,GNIS252,GNIS,01010000006EB02605CC4958C0122CB3AD0B464340
864,411840,GNIS253,GNIS,01010000009E060C92BE6158C0D2D4FC42D9B94340
865,411840,GNIS254,GNIS,0101000000CA856F06A43058C03F17B25F1CB74340
866,411840,GNIS255,GNIS,01010000004DFD1763BB8058C0668C6A6C0A774340
867,421759,GNIS256,GNIS,01010000005D401EB0E1A557C01304D9FC09184340
868,421759,GNIS257,GNIS,01010000000139BC7B5BA757C0BEF49B2E30C74240
869,421759,GNIS258,GNIS,010100000005F060D5EAA557C0A79C8AAFD1D14240
870,421874,GNIS259,GNIS,0101000000DCF86E4E80B956C06412E456F7A84240
871,421874,GNIS260,GNIS,010100000058699C97D4C756C0BC85BF70F8A74240
872,421882,GNIS261,GNIS,01010000004D599764AED556C09D03159F4C564340
873,421882,GNIS262,GNIS,0101000000CA181F66AFD456C0FAD005F52D214340
874,421882,GNIS263,GNIS,0101000000CACD267623CB56C03CA583F57F414340
875,421882,GNIS264,GNIS,0101000000DBCCD71B6BD056C0481630815B294340
876,421882,GNIS265,GNIS,0101000000D7BE805EB8C456C0B997EAB8D0224340
877,421887,GNIS266,GNIS,01010000003634AF343A9457C0AD6E5056677F4240
878,421901,GNIS267,GNIS,0101000000ADEB06C0AE0157C0ED24C74219834340
879,421901,GNIS268,GNIS,0101000000EBDE2F0B92DE56C0714FFCBDB9664340
880,421914,GNIS269,GNIS,0101000000B5FF01D62A0D57C03244A918421F4440
881,421914,GNIS270,GNIS,0101000000BD5873DB191857C0DA5548F949204440
882,421914,GNIS271,GNIS,010100000077B7578B74F856C0E748788C3CFC4340
883,421929,GNIS272,GNIS,01010000000F266A0E35C557C086F6FB0FFA244440
884,421931,GNIS273,GNIS,0101000000BEB387075E1057C0A5D7666325484440
885,421931,GNIS274,GNIS,0101000000DF7A03826F4557C07A62E7B7F92D4440
886,421931,GNIS275,GNIS,01010000005E15037FD33957C03F694D98D5054440
887,431788,GNIS276,GNIS,010100000076F39E14F7A458C0887A66EEC6724240
888,431788,GNIS277,GNIS,01010000003624496B678258C06CC37295387F4240
889,431976,GNIS278,GNIS,01010000003BD56BC4DDA658C032CDCF68069C4140
890,431979,GNIS279,GNIS,0101000000BB80F2D2282058C0152EF53D34ED4040
891,431979,GNIS280,GNIS,01010000004EBC5EF55B1358C0D014F02197F64040
892,431988,GNIS281,GNIS,0101000000E9BBB61215D358C0498E2A792B134240
893,432006,GNIS282,GNIS,01010000001478279F9E4D58C0E26190AADCA84140
894,432006,GNIS283,GNIS,0101000000B03E79B3E14258C0801CDEBDEDB14140
895,432014,GNIS284,GNIS,01010000001EE3E54416D457C0AD3A6178DB5A4140
896,432018,GNIS285,GNIS,0101000000F9A067B36A9758C0A919ADFE63724140
897,432018,GNIS286,GNIS,010100000092617028D7C458C0E6797077D61E4140
898,432018,GNIS287,GNIS,010100000078978BF8CEAB58C07C9285F93C1D4140
899,432018,GNIS288,GNIS,0101000000CD9F257E7BD558C0B96C74CE4F234240
900,442039,GNIS289,GNIS,010100000047B0CCB6AEE559C035689E12C67B3E40
901,442059,GNIS290,GNIS,0101000000F568AA27F33658C0CE273CB203CA3D40
902,442059,GNIS291,GNIS,0101000000D56993799A4058C0DE6575615AAE3D40
903,442061,GNIS292,GNIS,010100000084239232F39B58C008F6A974C1C94040
904,442071,GNIS293,GNIS,0101000000CC3857DE1FA759C00C4BF21252324140
905,442090,GNIS294,GNIS,01010000006EEBB82B05DC58C06BAEE474A3C13B40
906,442103,GNIS295,GNIS,0101000000E95A20E6B72258C0372D1D18E5D63C40
907,442112,GNIS296,GNIS,010100000033C92313CB6459C0D1E000440B304140
908,442112,GNIS297,GNIS,010100000078AC63A67E5359C098E19A96B33C4140
909,442116,GNIS298,GNIS,010100000049580A37CF4258C013EA8E6A7DBD4040
910,442116,GNIS299,GNIS,010100000061545227205458C058E8DE1EDFCF4040
911,442141,GNIS300,GNIS,01010000005A338D81D0DA58C02F6013E3462C4140
912,442141,GNIS301,GNIS,0101000000FE1F71D9329458C0185B0872500C4140
913,442166,GNIS302,GNIS,0101000000D455CBE726BD59C00D068D4FB7394140
914,442168,GNIS303,GNIS,0101000000B2BAD573D26D59C0F66E3D5464434040
915,442170,GNIS304,GNIS,010100000044F174F8357B59C0855E7F129F354240
916,452200,GNIS305,GNIS,01010000005E68AED3C8A75CC031E5E896C2854140
917,452200,GNIS306,GNIS,01010000001F6393A1CFA55CC03C670B08AD784140
918,462193,GNIS307,GNIS,01010000006D18AA0771265BC0F887D283271D4340
919,462199,GNIS308,GNIS,0101000000D8A1F54B9FB759C080666BD84AA64340
920,462199,GNIS309,GNIS,010100000093DB9B8477B659C01B88C0ECF9D44340
921,462199,GNIS310,GNIS,0101000000D124B1A4DCA559C0762DC66581CE4340
922,462209,GNIS311,GNIS,010100000090B1248ADADF59C095922FB2AE6E4440
923,472222,GNIS312,GNIS,0101000000104DEA1560EB5BC00229B16B7BF14540
924,472233,GNIS313,GNIS,0101000000B885F8D1BA915CC0228F3B003DB04640
925,472295,GNIS314,GNIS,0101000000CB660E49ADD75BC06EA708CB33F04540
926,472295,GNIS315,GNIS,0101000000CBCAE5F516C75BC0BC87951B56D24540
927,472423,GNIS316,GNIS,0101000000C76471FF91425DC05045E0FE12444740
928,482246,GNIS317,GNIS,0101000000487BCDBC66215AC020990E9D9EA54740
929,482247,GNIS318,GNIS,0101000000E79205A719A25AC008FA55CA7C334840
930,482247,GNIS319,GNIS,0101000000088728707C225AC0FBDAE9BDE7354840
931,482248,GNIS320,GNIS,0101000000C72AA5677AFD5BC0A69DF584807F4840
932,482248,GNIS321,GNIS,0101000000CFDA6D179AF15BC0FCDE4B8688604840
933,482250,GNIS322,GNIS,0101000000AAA91BDEE2F65AC010EE2994E0024740
934,482251,GNIS323,GNIS,01010000005247C7D548645AC012E797778B854640
935,482257,GNIS324,GNIS,01010000006BC6585CD2115BC0E371512D22524840
936,492066,GNIS325,GNIS,01010000000B3D073B6A465AC0249D819197064040
937,492262,GNIS326,GNIS,0101000000112E2E9F76CB59C08103FF00104C4140
938,502277,GNIS327,GNIS,01010000009F8EC70CD4C05BC0F792C6681DED4340
939,502288,GNIS328,GNIS,0101000000E4C924D9D9CF5BC0310FF4AB943C4440
940,502288,GNIS329,GNIS,0101000000EB6C6D8640DA5BC0C5909C4CDC4D4440
941,512296,GNIS330,GNIS,0101000000A0E63FFF98035BC027D87F9D9B3E4640
942,512297,GNIS331,GNIS,0101000000136EE81C729A5BC04A6C2D82B5974440
943,522427,GNIS332,GNIS,0101000000BDE3141D49815EC00533A6608D074740
944,522431,GNIS333,GNIS,0101000000AE4C535F718E5EC0A3C5BE092A7E4740
945,522446,GNIS334,GNIS,01010000006D36FBA8ABB75EC0CB2A114D45664740
946,532371,GNIS335,GNIS,01010000000CBBDEEC45F45EC0A3B1F677B6D34540
947,532393,GNIS336,GNIS,01010000002CE400B0F0E65EC0E73F5A52A4534640
948,532393,GNIS337,GNIS,0101000000291609B7C6FB5EC014483FD0C0324640
949,542321,GNIS338,GNIS,0101000000A3D92BE2AAA25EC05EFD33DEB1404440
950,542321,GNIS339,GNIS,010100000027CC6A7011B15EC0F847293284684440
951,542322,GNIS340,GNIS,0101000000FF85D4A3DF025EC0352FE296EAC04240
952,542332,GNIS341,GNIS,01010000009253E009E2C75DC09059AC9795734240
953,542332,GNIS342,GNIS,01010000001EAA84822DE25DC0E260CA1BBBA24240
954,552284,GNIS343,GNIS,0101000000116C01463C835CC0A972350DE5D54340
955,552284,GNIS344,GNIS,0101000000CBBFF11021835CC05865F04119004440
956,552284,GNIS345,GNIS,010100000057CF49EF1BB05CC03F30ECD56CB64440
957,553304,GNIS346,GNIS,0101000000B3F5C253FE325DC0E0B31AB73D9F4440
958,553304,GNIS347,GNIS,01010000009E279EB3057D5DC0D23B702942A34440
959,613002,GNIS348,GNIS,0101000000A23A6755551563C0F40478C116A45040
960,613004,GNIS349,GNIS,0101000000D9D946F28BC363C08FC2F5285CEF4E40
961,613006,GNIS350,GNIS,010100000083B57B039DF861C0C53DF1F7E6754F40
962,613015,GNIS351,GNIS,0101000000AF59D361EA6E62C0EE9980BADC964F40
963,613016,GNIS352,GNIS,01010000005839B4C8761E65C03FC6DCB584705040
964,613017,GNIS353,GNIS,0101000000F4F285DA40D361C0E70AA5E5F6A74F40
965,613017,GNIS354,GNIS,0101000000CF02A3814EC161C088331A5476084F40
966,613017,GNIS355,GNIS,0101000000870F3686CA4060C00B20216F5EF54B40
967,613023,GNIS356,GNIS,0101000000EB3FC637AF6C62C0BEAE152301975040
968,623021,GNIS357,GNIS,010100000066660BAD33A263C033480BE1E22A3540
969,623021,GNIS358,GNIS,0101000000B59EC662007563C0754419051C053440
970,663800,GNIS359,GNIS,01010000006EF5413B4C1B6240B26BD67498FA2A40
971,673900,GNIS360,GNIS,01010000009BBD7D67455365C0B5430DF0EE8E2CC0
972,673900,GNIS361,GNIS,01010000005FD78A91803565C0EE2C301AE8542CC0
973,673900,GNIS362,GNIS,0101000000F85E3244445865C0B81E85EB51982CC0
974,673900,GNIS363,GNIS,010100000008A1CDBBBB3365C0B7D507ED30552CC0
975,673900,GNIS364,GNIS,0101000000D8B56224E05565C07ACB3049C0972CC0
976,673900,GNIS365,GNIS,0101000000367BFBCE8A5A65C0295C8FC2F5A82CC0
977,673900,GNIS366,GNIS,0101000000BA545BA0D35465C06E6292DB40872CC0
978,673900,GNIS367,GNIS,0101000000C3F5285C8F2E65C0F4966192806F2CC0
979,170277,CENT0,Centroid,0101000000FC4F6022320654C080F55681D7DC4340
